NLQ,GOLD_ANS,QUESTION_TYPE,SYSTEM_ANS,Unnamed: 4,GENERATED_CYPHER,DB_OUTPUT,IS_USEFUL,EVAL_REASON
What is the full citation for the Supplementary Historical Newspapers Dataset as specified by the team?,"Sen, S., Chatterjee, A., Bradley, M., and Bhatia, R. (2024). Supplementary Historical Newspapers Dataset. Zenodo. https://doi.org/10.5281/zenodo.xxxxxx",single-hop,,,"MATCH (d:Dataset) 
WHERE toLower(d.datasetName) CONTAINS toLower(""Supplementary Historical Newspapers"")
MATCH (p:Person)-[:worksWith]->(d)
MATCH (p)-[:hasAuthor]-(pa:Paper)
RETURN DISTINCT pa.id, pa.paperTitle",[],False,"The raw database output is an empty list and contains no information, so it does not provide the required citation or any part of the gold answer."
Which methods is Sunita Sen working with in the Temporal Sentiment Analysis project?,"temporal embeddings, historical lexicons, Transformer models",multi-hop,,,"MATCH (p:Person)-[:worksWith]->(m:Method), (p)-[:worksOn]->(t:Task)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(t.taskName) CONTAINS toLower(""temporal sentiment analysis"")
RETURN DISTINCT m.methodName","[{'m.methodName': 'temporal embeddings'}, {'m.methodName': 'historical lexicons'}, {'m.methodName': 'Transformer-based models'}, {'m.methodName': 'LIME'}, {'m.methodName': 'SHAP'}, {'m.methodName': 'OCR correction'}, {'m.methodName': 'metadata harmonization'}, {'m.methodName': 'metadata mapping'}, {'m.methodName': 'annotation pipeline'}, {'m.methodName': 'our methodology'}, {'m.methodName': 'OCR'}, {'m.methodName': 'hyperlink verification in the compliance appendix'}, {'m.methodName': 'hyperlink syntax correction for DOI links'}, {'m.methodName': 'annotated checklist'}, {'m.methodName': 'hyperlink verification across operating systems'}, {'m.methodName': 'uploading files to shared Minor_Revisions folder'}, {'m.methodName': 'circulating additional thoughts via email'}, {'m.methodName': 'Accessibility Checker (Adobe Acrobat)'}, {'m.methodName': 'NLP'}, {'m.methodName': 'annotation guidelines for entity disambiguation'}, {'m.methodName': 'entity disambiguation protocol'}, {'m.methodName': 'Bengali-English entity alignment'}, {'m.methodName': 'normalization processes'}, {'m.methodName': 'corpus normalization'}, {'m.methodName': 'cross-lingual entity alignment'}, {'m.methodName': 'cross-lingual entity normalization methods'}, {'m.methodName': 'rule-based string matching'}, {'m.methodName': 'neural string matching'}, {'m.methodName': 'Levenshtein distance'}, {'m.methodName': 'BERT-based alignment'}, {'m.methodName': 'FastText embeddings'}, {'m.methodName': 'rule-based methods'}, {'m.methodName': 'neural methods'}, {'m.methodName': 'FastText embedding strategies'}, {'m.methodName': 'string matching methods'}, {'m.methodName': 'FAIR pipeline'}, {'m.methodName': 'cross-lingual normalization workflow'}, {'m.methodName': 'CC BY-NC'}, {'m.methodName': 'cross-lingual model'}, {'m.methodName': 'Code Anchor-Based Reviewer Navigation'}, {'m.methodName': 'tabu package'}, {'m.methodName': 'ACM style recommendations for multi-line cells'}, {'m.methodName': 'LaTeX table environments'}, {'m.methodName': 'NLP Methods for Historical Data'}, {'m.methodName': 'toolchain'}, {'m.methodName': 'GitHub Organization'}, {'m.methodName': 'IACS-drive'}, {'m.methodName': 'GitHub'}, {'m.methodName': 'metadata formats'}, {'m.methodName': 'Jupyter/Python package versions'}, {'m.methodName': 'shared drive'}, {'m.methodName': 'quantitative reasoning'}, {'m.methodName': 'qualitative expert assessment'}, {'m.methodName': 'annotation protocol'}, {'m.methodName': 'synthetic instance protocol'}, {'m.methodName': 'model bias approach'}, {'m.methodName': 'provenance-aware protocols'}, {'m.methodName': 'methodology'}, {'m.methodName': 'historical data provenance'}, {'m.methodName': 'bias mitigation'}, {'m.methodName': 'OCR error contextualization'}, {'m.methodName': 'intrinsic evaluation strategies'}, {'m.methodName': 'extrinsic evaluation strategies'}, {'m.methodName': 'comparative protocol table'}, {'m.methodName': 'Smith et al. template'}, {'m.methodName': 'Multilingual NLP'}, {'m.methodNam... [TRUNCATED DUE TO SIZE]",True,"All three methods in the Gold Answer (temporal embeddings, historical lexicons, Transformer models) are present or trivially matched in the database output (`temporal embeddings`, `historical lexicons`, and `Transformer-based models`). Extra methods do not harm usability, so the DB output contains the correct information needed to answer the question."
Which researchers are working with methods for interpretability?,"Prof. Ramesh Bhatia, Dr. Ananya Chatterjee",multi-hop,,,"MATCH (p:Person)-[:worksWith]->(m:Method)
WHERE toLower(m.methodName) CONTAINS toLower(""interpret"")
RETURN DISTINCT p.personName","[{'p.personName': 'Prof. Ramesh Bhatia'}, {'p.personName': 'Dr. Ananya Chatterjee'}]",True,"The raw database output lists the same two researchers (Prof. Ramesh Bhatia and Dr. Ananya Chatterjee) as in the Gold Answer, so it fully satisfies the user’s question."
Is Dr. Michael Bradley working with temporal embeddings?,TRUE,reasoning,,,"MATCH (p:Person)-[:worksWith]->(m:Method)
WHERE toLower(p.personName) CONTAINS toLower(""Michael Bradley"") AND toLower(m.methodName) CONTAINS toLower(""temporal embedding"")
RETURN count(m) > 0 AS result",[{'result': True}],True,"The database output indicates `True`, which matches the Gold Answer of TRUE, so it correctly satisfies the user’s question."
Which method does Dr. Michael Bradley use alongside Transformer models?,"temporal embeddings, alignment methods",multi-hop,,,"MATCH (p:Person)-[:worksWith]->(m1:Method), (p)-[:worksWith]->(m2:Method)
WHERE toLower(p.personName) CONTAINS toLower(""Michael Bradley"")
  AND (toLower(m1.methodName) CONTAINS toLower(""Transformer"") OR toLower(m2.methodName) CONTAINS toLower(""Transformer""))
  AND NOT (toLower(m1.methodName) CONTAINS toLower(""Transformer"") AND toLower(m2.methodName) CONTAINS toLower(""Transformer""))
RETURN DISTINCT
  CASE
    WHEN toLower(m1.methodName) CONTAINS toLower(""Transformer"") THEN m2.methodName
    ELSE m1.methodName
  END AS methodName","[{'methodName': 'temporal embeddings'}, {'methodName': 'BERT'}, {'methodName': 'LSTM'}, {'methodName': 'alignment methods'}, {'methodName': 'chronological split'}, {'methodName': 'random split'}, {'methodName': 'traditional lexicon-based approaches'}, {'methodName': 'diachronic variants of BERT'}, {'methodName': 'LIME'}, {'methodName': 'SHAP'}, {'methodName': 'lexicon-based methods'}, {'methodName': 'decade-based split'}, {'methodName': 'Tesseract'}, {'methodName': 'ocropy'}, {'methodName': 'Project LaVa'}, {'methodName': 'OCR correction tools'}, {'methodName': 'correction workflow'}, {'methodName': 'metadata mapping system'}, {'methodName': 'OCR correction'}, {'methodName': 'metadata harmonization'}, {'methodName': 'OCR/post-processing pipeline'}, {'methodName': 'OCR correction pipeline'}, {'methodName': 'chronology prediction'}, {'methodName': 'cross-dataset transfer'}, {'methodName': 'annotation pipeline'}, {'methodName': 'baseline model configuration'}, {'methodName': 'token-level encoder'}, {'methodName': 'page-level encoder'}, {'methodName': 'overfitting mitigation techniques'}, {'methodName': 'regularization techniques'}, {'methodName': 'our methodology'}, {'methodName': 'pipeline scripts'}, {'methodName': 'technical validation scripts'}, {'methodName': 'OCR'}, {'methodName': 'NER'}, {'methodName': 'topic annotation'}, {'methodName': 'genre segmentation protocols'}, {'methodName': 'annotation discrepancy table'}, {'methodName': 'annotation edge cases handling'}, {'methodName': 'draft caption for Fig. 3'}, {'methodName': 'supplementary project webpage materials'}, {'methodName': 'minor grammar tweaks to caption text'}, {'methodName': 'genre segmentation methodology'}, {'methodName': 'NER ambiguity analysis'}, {'methodName': 'inter-annotator agreement analysis'}, {'methodName': 'annotation policy adjustments'}, {'methodName': 'NLP'}, {'methodName': 'name normalization'}, {'methodName': 'historical OCR post-processing'}, {'methodName': 'tagged PDF verification'}, {'methodName': 'batch processing via Acrobat scripting'}, {'methodName': 'Acrobat scripting'}, {'methodName': 'name normalization-OCR pipeline linkage'}, {'methodName': 'reproducibility guidelines'}, {'methodName': 'reproducibility framework'}, {'methodName': 'Comprehensive metadata capture and version control for evolving historical corpora'}, {'methodName': 'Standardized documentation templates'}, {'methodName': 'automating provenance tracking across text normalization and alignment pipelines'}, {'methodName': 'version control scripts'}, {'methodName': 'reproducibility practices'}, {'methodName': 'reproducibility frameworks'}, {'methodName': 'FAIR principles'}, {'methodName': 'rule-based methods'}, {'methodName': 'neural methods'}, {'methodName': 'FastText embedding strategies'}, {'methodName': 'FAIR pipeline'}, {'methodName': 'FAIR workflow'}, {'methodName': 'risk management annotation'}, {'methodName': 'normalization strategies'}, {'methodName': 'entity linking'}, {'methodName': ... [TRUNCATED DUE TO SIZE]",True,"The gold answer lists 'temporal embeddings, alignment methods'. The raw database output includes entries with methodName 'temporal embeddings' and 'alignment methods', so it contains the necessary correct information to answer the question."
Is Sunita Sen working with CRF models?,FALSE,reasoning,,,"MATCH (p:Person)-[:worksWith]->(m:Method)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(m.methodName) CONTAINS toLower(""CRF"")
RETURN count(m) > 0 AS result",[{'result': False}],True,"The raw database output indicates `False`, which matches the Gold Answer of FALSE. Therefore, it contains the correct information to satisfy the user’s question."
Which methods are used for the Temporal Sentiment Analysis task?,"temporal embeddings, historical lexicons, Transformer models, LSTM, CRF",multi-hop,,,"MATCH (m:Method)-[:usedFor]->(t:Task)
WHERE toLower(t.taskName) CONTAINS toLower(""temporal"") OR toLower(t.taskName) CONTAINS toLower(""sentiment"")
RETURN DISTINCT m.methodName","[{'m.methodName': 'temporal embeddings'}, {'m.methodName': 'Transformer-based models'}, {'m.methodName': 'LSTM'}, {'m.methodName': 'evaluation methods that focus on interpretability'}, {'m.methodName': 'historical lexicons for language change'}, {'m.methodName': 'methods for interpretability'}, {'m.methodName': 'alignment methods'}, {'m.methodName': 'chronological split'}, {'m.methodName': 'random split'}, {'m.methodName': 'model-agnostic methods'}, {'m.methodName': 'LIME'}, {'m.methodName': 'SHAP'}, {'m.methodName': 'lexicon-based methods'}, {'m.methodName': 'decade-based split'}, {'m.methodName': 'hybrid evaluation suite'}]",True,"The database output includes temporal embeddings, Transformer-based models (matching Transformer models), LSTM, and historical lexicons for language change (matching historical lexicons). While CRF is not present, most key methods from the gold answer are covered, so the output is fundamentally useful for answering the question."
Which metrics are used to evaluate the LIME method?,"explanation consistency scores, faithfulness indices, stability of explanations, quality of explanations",multi-hop,,,"MATCH (m:Metric)-[:evaluates]->(me:Method) 
WHERE toLower(me.methodName) CONTAINS toLower(""LIME"") 
RETURN DISTINCT m.metricName","[{'m.metricName': 'explanation consistency scores'}, {'m.metricName': 'faithfulness indices'}, {'m.metricName': 'stability of explanations'}, {'m.metricName': 'quality of explanations'}, {'m.metricName': 'faithfulness metrics'}]",True,"All four metrics in the Gold Answer—explanation consistency scores, faithfulness indices, stability of explanations, and quality of explanations—are present in the database output. The extra item, 'faithfulness metrics', is redundant but not conflicting. Therefore, the database output contains the correct information needed to answer the user’s question."
Does the SHAP method get evaluated using faithfulness indices?,TRUE,reasoning,,,"MATCH (m:Method)-[:usedFor]->(:Task)<-[:evaluates]-(metric:Metric)
WHERE toLower(m.methodName) CONTAINS toLower(""shap"") AND toLower(metric.metricName) CONTAINS toLower(""faithfulness"")
RETURN count(metric) > 0 AS result",The information could not be extracted from the KG.,False,"The database output only states that the information could not be extracted from the knowledge graph and does not confirm that SHAP is evaluated using faithfulness indices. It does not provide the TRUE answer required by the gold standard, so it is not useful."
Which method is evaluated by the Likert-scale responses metric?,methods for interpretability,single-hop,,,"MATCH (m:Metric)-[:evaluates]->(me:Method)
WHERE toLower(m.metricName) CONTAINS toLower(""Likert-scale responses"")
RETURN DISTINCT me.methodName",[{'me.methodName': 'model explanations'}],False,"The gold answer specifies that the metric evaluates 'methods for interpretability,' while the database output states 'model explanations.' These are related concepts but not the same phrase or clearly equivalent category. The output does not explicitly mention 'methods for interpretability,' so it does not reliably satisfy the user’s question as defined by the gold answer."
Is accuracy used as a metric in the Temporal Sentiment Analysis project?,TRUE,reasoning,,,"MATCH (t:Task) WHERE toLower(t.taskName) CONTAINS toLower(""temporal sentiment analysis"")
MATCH (m:Metric)-[:evaluates]->(t) WHERE toLower(m.metricName) CONTAINS toLower(""accuracy"")
RETURN count(m) > 0 AS result",[{'result': True}],True,"The database output returns True, which matches the Gold Answer of TRUE, so it correctly satisfies the user’s question."
Which metrics evaluate the methods for interpretability?,"Likert-scale responses, trust in model explanations, willingness to use scores",multi-hop,,,"MATCH (m:Method)-[:usedFor]->(t:Task)
WHERE toLower(t.taskName) CONTAINS ""interpret""
WITH DISTINCT m
MATCH (metric:Metric)-[:evaluates]->(m)
RETURN DISTINCT metric.metricName","[{'metric.metricName': 'explanation consistency scores'}, {'metric.metricName': 'faithfulness indices'}, {'metric.metricName': 'stability of explanations'}, {'metric.metricName': 'quality of explanations'}, {'metric.metricName': 'faithfulness metrics'}]",False,"The gold answer focuses on human-centered evaluation metrics (Likert-scale responses, trust, willingness to use), whereas the database output lists technical/explanation-centric metrics (explanation consistency, faithfulness, stability, quality). These are different kinds of metrics, so the DB output does not provide the same information needed to answer the question as specified by the Gold Answer."
Which journal is the paper 'NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers' submitted to?,ACM Journal on Computing and Cultural Heritage,single-hop,,,"MATCH (p:Paper) 
WHERE toLower(p.paperTitle) CONTAINS toLower(""NLP Approaches to Historical Entity Disambiguation: Lessons from Bengali-English Colonial Gazetteers"")
MATCH (s:SubmissionID)-[:identifies]->(p)
MATCH (s)-[:inVenue]->(j:Journal)
RETURN DISTINCT j.journalTitle","[{'j.journalTitle': 'JOCCH'}, {'j.journalTitle': 'ACM Journal on Computing and Cultural Heritage'}, {'j.journalTitle': 'ACM Journal on Computing and Cultural Heritage (JOCCH)'}, {'j.journalTitle': 'ACM JOCCH'}]",True,"Yes. The raw database output includes 'ACM Journal on Computing and Cultural Heritage', which exactly matches the Gold Answer, so it contains the correct information to answer the question."
Has the submission SUB-JCDL-2020-0143 been accepted?,TRUE,reasoning,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus)
WHERE toLower(s.identifier) CONTAINS toLower(""SUB-JCDL-2020-0143"") AND toLower(ps.statusType) CONTAINS toLower(""accept"")
RETURN count(ps) > 0 AS result",[{'result': False}],False,"The gold answer indicates the submission was accepted (TRUE), while the database output indicates it was not accepted (False). Therefore, the database output does not contain the correct information."
What is the final status of submission SUB-JOCCH-2021-0612?,Scheduled for publication,single-hop,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus)
WHERE toLower(s.identifier) CONTAINS toLower(""SUB-JOCCH-2021-0612"")
RETURN ps.statusType, ps.statusDate
ORDER BY ps.statusDate DESC
LIMIT 1","[{'ps.statusType': 'Galley proofs to be generated', 'ps.statusDate': None}]",False,"The raw database output indicates the status 'Galley proofs to be generated', which does not match the expected final status 'Scheduled for publication'. Therefore, it does not contain the correct information to satisfy the user’s question."
Has the submission SUB-ACL-2021-0842 been accepted?,TRUE,reasoning,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus)
WHERE toLower(s.identifier) CONTAINS toLower(""SUB-ACL-2021-0842"") AND toLower(ps.statusType) CONTAINS toLower(""accept"")
RETURN count(ps) > 0 AS result",[{'result': True}],True,"The database output shows result: True, which matches the expected Gold Answer of TRUE, so it correctly answers that the submission has been accepted."
Which task is the Corpus of Historical American English (COHA) used for?,Temporal Sentiment Analysis in Historical Archives,single-hop,,,"MATCH (d:Dataset)-[:usedFor]->(t:Task)
WHERE toLower(d.datasetName) CONTAINS toLower(""Corpus of Historical American English"") OR toLower(d.datasetName) CONTAINS toLower(""COHA"")
RETURN DISTINCT t.taskName",[{'t.taskName': 'Temporal Sentiment Analysis in Historical Archives'}],True,"The raw database output contains the exact same task name, 'Temporal Sentiment Analysis in Historical Archives', which matches the Gold Answer and correctly answers the user’s question."
Is the British Library Digital Collections dataset used for the Temporal Sentiment Analysis task?,TRUE,reasoning,,,"MATCH (d:Dataset)-[:usedFor]->(t:Task)
WHERE toLower(d.datasetName) CONTAINS toLower(""British Library Digital Collections"")
  AND toLower(t.taskName) CONTAINS toLower(""temporal sentiment analysis"")
RETURN count(t) > 0 AS result",[{'result': True}],True,"The database output returns True, which matches the expected Gold Answer of TRUE, so it correctly satisfies the user’s question."
Which datasets are used for the sentiment analysis task?,"Chronicling America, British Library Digital Collections, Corpus of Historical American English (COHA)",multi-hop,,,"MATCH (d:Dataset)-[:usedFor]->(t:Task)
WHERE toLower(t.taskName) CONTAINS ""sentiment""
RETURN DISTINCT d.datasetName","[{'d.datasetName': 'Chronicling America'}, {'d.datasetName': 'British Library Digital Collections'}, {'d.datasetName': 'Corpus of Historical American English (COHA)'}, {'d.datasetName': 'datasets'}]",True,"The raw database output includes all three correct datasets listed in the Gold Answer. The extra generic entry 'datasets' can be ignored, so the output fundamentally contains the correct information needed to answer the question."
Is the Chronicling America dataset used for OCR correction tasks?,FALSE,reasoning,,,"MATCH (d:Dataset)-[:usedFor]->(t:Task)
WHERE toLower(d.datasetName) CONTAINS toLower(""Chronicling America"") AND (toLower(t.taskName) CONTAINS toLower(""ocr"") OR toLower(t.taskName) CONTAINS toLower(""correction""))
RETURN count(t) > 0 AS result",[{'result': True}],False,"The gold answer says the dataset is not used for OCR correction tasks (FALSE), but the database output returns True, which is the opposite. Therefore the raw output does not contain the correct information."
What is the final status of the submission SUB-JOCCH-2019-0187?,Camera-ready received,single-hop,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus)
WHERE toLower(s.identifier) CONTAINS toLower(""SUB-JOCCH-2019-0187"")
RETURN ps.statusType, ps.statusDate
ORDER BY ps.statusDate DESC
LIMIT 1","[{'ps.statusType': 'Received', 'ps.statusDate': None}]",False,"The database output shows the status as 'Received', but the expected final status is 'Camera-ready received'. These are not the same, so the raw output does not contain the correct information to satisfy the user’s question."
Was the submission SUB-JCDL-2020-0718 accepted?,TRUE,reasoning,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus) 
WHERE toLower(s.identifier) CONTAINS toLower(""SUB-JCDL-2020-0718"") AND toLower(ps.statusType) CONTAINS ""accept""
RETURN count(ps) > 0 AS result",[{'result': True}],True,"The raw database output `True` matches the expected Gold Answer `TRUE`, correctly indicating that the submission was accepted."
What is the current status of the submission SUB-JOCCH-2020-0047?,Conditionally accepted,single-hop,,,"MATCH (s:SubmissionID)-[:movesTo]->(ps:PaperStatus)
WHERE toLower(s.identifier) CONTAINS toLower(""SUB-JOCCH-2020-0047"")
RETURN ps.statusType, ps.statusDate
ORDER BY ps.statusDate DESC
LIMIT 1","[{'ps.statusType': 'Minor Revision', 'ps.statusDate': None}]",False,"The raw database output indicates the status as 'Minor Revision', which does not match the expected gold answer 'Conditionally accepted'. Therefore, it does not contain the correct information to satisfy the user's question."
Who attended the meeting on 6th April 2019?,"Sunita Sen, Prof. Ramesh Bhatia, Dr. Michael Bradley, Dr. Ananya Chatterjee",single-hop,,,"MATCH (p:Person)-[:attends]->(m:Meeting)
WHERE m.meetDate IS NOT NULL AND date(m.meetDate) = date(""2019-04-06"")
RETURN DISTINCT p.personName","[{'p.personName': 'Sunita Sen'}, {'p.personName': 'Prof. Ramesh Bhatia'}, {'p.personName': 'Dr Michael Bradley'}, {'p.personName': 'Dr Ananya Chatterjee'}, {'p.personName': 'Dr. Michael Bradley'}, {'p.personName': 'Dr. Ananya Chatterjee'}]",True,"The raw database output contains all four correct attendees: Sunita Sen, Prof. Ramesh Bhatia, Dr Michael Bradley, and Dr Ananya Chatterjee. Although there are duplicates and minor formatting differences (missing periods after titles), the essential information needed to answer the question is fully present and correct."
Did Prof. Ramesh Bhatia attend the meeting on 6th April 2019?,TRUE,reasoning,,,"MATCH (p:Person)-[:attends]->(m:Meeting)
WHERE toLower(p.personName) CONTAINS toLower(""Ramesh Bhatia"") AND m.meetDate = ""2019-04-06""
RETURN count(m) > 0 AS result",[{'result': False}],False,"The gold answer indicates that the correct response is TRUE, but the raw database output returns False. Therefore, the raw database output does not contain the correct information to satisfy the user’s question."
What was the agenda of the meeting on 19th April 2019?,first progress check-in group call,single-hop,,,"MATCH (m:Meeting) WHERE m.meetDate = ""2019-04-19"" RETURN m.meetAgenda",[],False,"The database output is an empty list and does not contain any information, so it cannot provide the correct agenda (‘first progress check-in group call’) for the meeting on 19th April 2019."
Is Prof. Ramesh Bhatia affiliated with Stanford University?,FALSE,reasoning,,,"MATCH (p:Person) WHERE toLower(p.personName) CONTAINS toLower(""Ramesh Bhatia"") AND toLower(p.affiliation) CONTAINS toLower(""Stanford University"") RETURN count(p) > 0 AS result",[{'result': False}],True,"The raw database output indicates `False`, which matches the Gold Answer of FALSE. It correctly answers that Prof. Ramesh Bhatia is not affiliated with Stanford University."
Did Dr. Ananya Chatterjee submit any papers to JCDL in 2019?,FALSE,reasoning,,,"MATCH (p:Person)-[:hasAuthor]-(pa:Paper)<-[:identifies]-(s:SubmissionID)-[:inVenue]->(c:Conference)
WHERE toLower(p.personName) CONTAINS toLower(""Ananya Chatterjee"")
  AND toLower(c.confTitle) CONTAINS toLower(""JCDL"")
  AND c.confDate IS NOT NULL AND date(c.confDate).year = 2019
RETURN count(s) > 0 AS result",[{'result': False}],True,"The raw database output indicates False, which matches the Gold Answer of FALSE, so it correctly satisfies the user’s question."
Is Dr. Michael Bradley affiliated with the University of Oxford?,FALSE,reasoning,,,"MATCH (p:Person) 
WHERE toLower(p.personName) CONTAINS toLower(""Michael Bradley"") AND toLower(p.affiliation) CONTAINS toLower(""University of Oxford"") 
RETURN count(p) > 0 AS result",[{'result': False}],True,"The raw database output indicates False, which matches the expected Gold Answer of FALSE, so it correctly satisfies the user’s question."
Which task is Sunita Sen working on related to semantic drift?,semantic drift studies,single-hop,,,"MATCH (p:Person)-[:worksOn]->(t:Task)
WHERE toLower(p.personName) CONTAINS toLower(""Sunita Sen"") AND toLower(t.taskName) CONTAINS toLower(""semantic drift"")
RETURN DISTINCT t.taskName","[{'t.taskName': 'conducting literature reviews on evaluation metrics for semantic drift in diachronic NER'}, {'t.taskName': 'evaluation metrics for semantic drift in diachronic NER'}]",True,"Both database task names clearly refer to work on semantic drift (specifically evaluation metrics for semantic drift in diachronic NER), which falls under the broader description of 'semantic drift studies' given in the Gold Answer. Thus, the DB output provides the correct information."
Which researchers are working on the Temporal Sentiment Analysis in Historical Archives task?,"Sunita Sen, Dr. Michael Bradley, Dr. Ananya Chatterjee, Prof. Ramesh Bhatia",multi-hop,,,"MATCH (p:Person)-[:worksOn]->(t:Task)
WHERE toLower(t.taskName) CONTAINS toLower(""temporal sentiment analysis"") OR toLower(t.taskName) CONTAINS toLower(""historical archives"")
RETURN DISTINCT p.personName","[{'p.personName': 'Sunita Sen'}, {'p.personName': 'Prof. Ramesh Bhatia'}, {'p.personName': 'Dr Bradley'}, {'p.personName': 'Dr Chatterjee'}, {'p.personName': 'Dr. Michael Bradley'}, {'p.personName': 'Dr. Ananya Chatterjee'}]",True,"The database output includes all researchers listed in the gold answer: Sunita Sen, Prof. Ramesh Bhatia, Dr. Michael Bradley, and Dr. Ananya Chatterjee. The extra partial/duplicate entries (Dr Bradley, Dr Chatterjee) do not remove correctness and can be normalized, so the raw output is sufficient to satisfy the question."
Is Dr. Ananya Chatterjee working on the Temporal Sentiment Analysis project?,TRUE,reasoning,,,"MATCH (p:Person)-[:worksOn]->(t:Task)
WHERE toLower(p.personName) CONTAINS toLower(""Ananya Chatterjee"") AND toLower(t.taskName) CONTAINS toLower(""Temporal Sentiment Analysis"")
RETURN count(t) > 0 AS result",[{'result': True}],True,"The raw database output returns True, which matches the Gold Answer of TRUE, so it correctly satisfies the user’s question."
What is the exact page count of the paper submitted under SUB-JOCCH-2019-0187?,Not available,not available,,,RETURN 'No valid path in schema' AS Error,[{'Error': 'No valid path in schema'}],True,"The gold answer indicates that the information is not available, and the database output shows an error ('No valid path in schema'), which also implies that the requested information cannot be retrieved. Thus, the raw output effectively conveys that the page count is not available, matching the gold answer."
