:ID,taskDate,taskName,:LABEL
tk2144,,add a visual legend for the benchmark dataset color coding on slide 13,Task
tk2145,,add extra bullet on slide 18 summarizing specific feedback from domain historians,Task
tk2146,,integrate succinct talking points on generalizability and scalability into the Q&A slides,Task
tk2148,,Assignment of specific Q&A segments,Task
tk2149,2021-04-27,circulate revised slide deck,Task
tk2150,2021-04-28,provide any final comments,Task
tk2152,,protocol generalizability,Task
tk2154,,dataset rationale,Task
tk2155,,annotation design and expert feedback,Task
tk2156,27,slide revisions,Task
tk2157,,prepare backup slide on NLP model bias for underrepresented language corpora,Task
tk2160,2025-04-28,ACL portal upload,Task
tk2165,2019-11-16,oral presentation materials submission,Task
tk2167,,await official camera-ready formatting guidelines from ACL,Task
tk2168,,schedule a group meeting to review changes and finalize presenter bios,Task
tk2169,,distribute a Google Doc for textual edits and updated slide deck for visual revision,Task
tk2170,2021-06-08/2021-06-13,video review session,Task
tk2172,,prepare Google Doc and slide deck,Task
tk2173,,flag figures or supplementary material for higher resolution or updated citations,Task
tk2175,,prepare an updated brief biography,Task
tk2176,,double-check the credentials in the backup slide on model bias,Task
tk2177,,content tweaks or adding further context with respect to domain historian feedback or endpoint examples,Task
tk2178,2025-06-21,finalizing a polished version,Task
tk2180,,circulate checklist and draft calendar for internal deadlines,Task
tk2181,,bio updates,Task
tk2182,,textual tweaks,Task
tk2183,,visual content updates,Task
tk2186,,walk through the newly issued ACL camera-ready guidelines,Task
tk2187,,"review the main slide deck with a focus on high-res figures, color contrasts, and font compliance",Task
tk2188,,cross-verify the consistency and provenance details in both the slides and supplementary Q&A notes,Task
tk2190,,assign owners for outstanding action items including backup slide review and contributing final consent forms or declarations,Task
tk2191,2021-06-11,camera-ready review session,Task
tk2194,2021-06-10,upload updated bio,Task
tk2195,2021-06-11,confirm compliance with ACL guidelines and discuss flagged edits,Task
tk2196,2021-06-11,"slide-by-slide review for content, format, and clarity",Task
tk2197,2021-06-11,update and approve supplementary materials,Task
tk2198,2021-06-11,final assignment of action items and submission timeline,Task
tk2199,,revise slide figures for annotation workflow and provenance metadata,Task
tk2200,,expand model bias coverage in Q&A document,Task
tk2202,,double-check presenter bios for cohesive interdisciplinary spirit,Task
tk2205,by the meeting start,upload updated biographies to the shared Drive folder,Task
tk2209,,prepare the crosswalk between materials and ACL’s formatting guidelines,Task
tk2210,before 2:30 PM IST,send urgent issues or topics for the agenda,Task
tk2211,2020-06-13,"upload revised, higher-resolution workflow and provenance metadata figures",Task
tk2212,,finalize formatting and create consolidated PDF of presenter bios,Task
tk2213,2020-06-15,expand model bias section to reflect approach to corpus diversity controls,Task
tk2214,2020-06-16,coordinate signatures for Stanford and Oxford institutional compliance forms,Task
tk2215,2020-06-18,assemble updated materials and circulate camera-ready package for group check,Task
tk2216,2020-06-17,final walkthrough of filled checklist and report critical gaps,Task
tk2217,2020-06-19,submission to ACL,Task
tk2218,2020-06-16,review updated slide deck and drafts on Google Drive,Task
tk2219,2025-06-15,finalize Q&A document model bias section,Task
tk2220,2025-06-15,complete routing of Stanford-specific signature form,Task
tk2221,2025-06-16,upload final signed forms to folder 'Presenter_Declarations',Task
tk2222,2025-06-16,confirm all visual and bio updates in the Drive,Task
tk2223,2025-06-19,Sunita’s pre-submission group check,Task
tk2224,,upload revised high-resolution figures for the slide deck to Google Drive,Task
tk2227,,coordinate presenter declarations and timelines,Task
tk2229,,consolidate all final materials,Task
tk2232,2025-06-19,package and submit,Task
tk2235,2021-06-19,submitting camera-ready package,Task
tk2239,2020-01-10,corrections for technical or format-related issues,Task
tk2240,2020-07-15,"oral presentation slot, session assignment, and conference participation guidelines notification",Task
tk2241,2020-01-27,presenting author registration,Task
tk2242,2020-01-20,submit minor corrections,Task
tk2243,2020-01-20/2020-01-30,upload presentation deck,Task
tk2244,2022-07-10,Proofreading and Final Metadata Check,Task
tk2245,2022-07-15,oral presentation slot notification,Task
tk2246,2022-07-20 to 2022-07-25,upload finalized presentation deck,Task
tk2247,2022-07-22,conference registration for ACL,Task
tk2248,2022-07-09,confirm presentation role,Task
tk2249,2022-07-14,camera-ready final corrections,Task
tk2250,,presentation,Task
tk2252,,final technical sweep,Task
tk2257,,prepare supplementary slide materials,Task
tk2258,,draft responses to anticipated audience queries,Task
tk2259,2020-01-30,oral presentation in “Historical Data & Societal NLP” session,Task
tk2261,,slide and transition checks,Task
tk2263,,timing review,Task
tk2265,,sync the dataset demo transitions,Task
tk2266,,closing remarks,Task
tk2267,Monday,upload updated slides to shared folder,Task
tk2268,,prepare 1-minute walkthrough and backup visuals,Task
tk2269,day before rehearsal,brief sync call to test transitions live,Task
tk2271,,closing remarks and Q&A strategy discussion,Task
tk2274,tomorrow,confirm color contrast and annotation updates for Figure 3 meet accessibility standards,Task
tk2275,,finalize refinements to Figure 3 at least two days prior to the conference,Task
tk2278,,provide anticipated questions from a historical perspective,Task
tk2282,18 July,finalizing presentation material and dry run,Task
tk2283,17 July,Slide Review,Task
tk2284,17 July,Transitions Practice,Task
tk2286,18 July,Technical Check,Task
tk2289,18 July,host the Zoom as backup,Task
tk2290,,,Task
tk2293,,4-minute segment and the Q&A transition,Task
tk2295,2020-07-21,update two final slides with simplified citations,Task
tk2296,,,Task
tk2297,2020-07-20,circulate the finalized Q&A answer sheet,Task
tk2300,,confirm readiness for the conference session on 25 July,Task
tk2301,2022-07-21,upload the updated version to our shared Google Drive folder,Task
tk2303,,finalized Q&A answer sheet,Task
tk2305,2022-07-25,presentation at ACL 2022,Task
tk2306,,bias quantification,Task
tk2312,25 July,presentation delivery,Task
tk2315,,finalize Q&A handout,Task
tk2319,,be online at least 30 minutes before the session starts,Task
tk2320,,coordinate with the session chair as soon as the Zoom room is open,Task
tk2328,,keep a printed/PDF copy of the Q&A handout and presentation notes for quick reference during live questions,Task
tk2330,,give a brief cue before the introduction slide,Task
tk2331,,,Task
tk2336,,,Task
tk2338,,bias mitigation,Task
tk2341,,share standout feedback from attendees and organizers,Task
tk2344,,outline a provisional writing schedule,Task
tk2345,,delegate initial roles for drafting,Task
tk2348,Monday evening,sharing a summary document,Task
tk2349,,identify the most impactful pieces of feedback or critique,Task
tk2350,,compile feedback from ACL session,Task
tk2351,,journal-length manuscript expansion,Task
tk2352,,coordinate schedules and agenda,Task
tk2353,,provide additional agenda points or reading recommendations relevant to journal expansion,Task
tk2354,,consider reaching out to ACL session chair for formal notes,Task
tk2355,,journal selection,Task
tk2356,,dataset transparency,Task
tk2357,,annotation reproducibility,Task
tk2358,,evaluation of Latin-script OCR errors,Task
tk2359,Monday evening,collect and synthesize audience and session chair feedback,Task
tk2360,,extract actionable points from the feedback—particularly on dataset transparency and annotation reproducibility,Task
tk2364,,review and discuss key attendee and chair feedback,Task
tk2368,,reach out to the ACL session chair for additional feedback,Task
tk2369,2020-03-07,writing first consolidated draft,Task
tk2370,2020-09-15,team review of draft,Task
tk2371,2020-08-03,circulate detailed feedback summary and template for annotation reproducibility,Task
tk2372,2020-08-02,identify and share 3–4 key recent articles on OCR post-processing,Task
tk2373,,contact the ACL session chair and relay any additional feedback,Task
tk2374,2020-08-06,review and comment on the JOCCH submission guidelines and recent special issue topics,Task
tk2375,,corpus creation protocols,Task
tk2377,,typeface adaptation,Task
tk2378,,handling regional orthographic variations,Task
tk2379,,annotation protocol as a reproducible resource,Task
tk2380,,Introduction section writing,Task
tk2381,,methods section writing,Task
tk2383,,Experimental framework section writing,Task
